type,project_cost,number_of_workers,project_result
tourism,32700000,163,Success
tourism,40000000,129,Fail
tourism,64100000,134,Success
tourism,263200000,171,Success
education,44000000,93,Success
tourism,10000000,231,Success
manufacturing,10000000,243,Success
education,43000000,130,Success
tourism,121300000,142,Success
education,13100000,201,Success
education,26400000,222,Success
education,105000000,82,Success
tourism,1200000,71,Success
tourism,70600000,226,Success
manufacturing,30400000,116,Success
tourism,7300000,89,Success
education,42000000,244,Success
education,65000000,182,Success
tourism,3900000,105,Success
tourism,5600000,225,Success
tourism,9500000,191,Success
tourism,40000000,75,Success
tourism,28000000,93,Success
tourism,4800000,109,Success
tourism,20900000,231,Success
tourism,19600000,232,Success
tourism,15000000,250,Fail
finance,10000000,216,Success
tourism,20800000,164,Success
tourism,45000000,69,Success
tourism,24500000,115,Success
education,340000000,119,Success
education,46000000,109,Success
tourism,7600000,230,Success
finance,27200000,115,Success
tourism,46300000,153,Success
tourism,33000000,227,Success
tourism,140000000,173,Success
education,536900000,234,Success
tourism,21000000,203,Success
tourism,237700000,66,Success
tourism,460000000,140,Success
finance,210000000,212,Success
tourism,31000000,97,Success
tourism,110000000,139,Success
finance,97800000,184,Success
finance,150000000,102,Success
education,33000000,234,Success
education,60000000,248,Success
tourism,50000000,51,Success
manufacturing,10000000,177,Success
education,3100000,219,Success
tourism,30000000,172,Success
tourism,10000000,131,Success
tourism,38800000,229,Success
tourism,20400000,185,Success
tourism,8000000,142,Success
tourism,20000000,225,Success
tourism,13000000,229,Success
tourism,20000000,220,Success
tourism,7100000,214,Success
tourism,25000000,224,Success
tourism,75000000,93,Success
tourism,22400000,90,Success
education,16000000,241,Success
tourism,4300000,158,Success
tourism,5100000,229,Success
tourism,6600000,115,Success
education,25000000,156,Success
manufacturing,7500000,56,Success
tourism,18000000,54,Success
manufacturing,15000000,210,Success
tourism,11000000,63,Success
education,40000000,136,Success
tourism,5000000,183,Success
tourism,6000000,65,Success
tourism,22500000,189,Success
finance,30000000,63,Success
tourism,13300000,238,Success
tourism,16800000,80,Success
manufacturing,15000000,93,Success
education,20000000,146,Success
tourism,42100000,121,Success
education,32000000,248,Success
tourism,115000000,82,Success
finance,30000000,244,Success
tourism,33000000,233,Success
tourism,11500000,111,Success
tourism,40000000,230,Success
tourism,5300000,131,Success
tourism,5500000,90,Success
tourism,10700000,172,Success
tourism,17400000,165,Success
tourism,5300000,245,Success
tourism,2500000,95,Success
tourism,17500000,81,Success
tourism,3800000,190,Success
tourism,9500000,179,Success
tourism,40000000,88,Success
tourism,14000000,103,Success
Information Technology,50000000,184,Success
tourism,9900000,116,Success
education,12400000,176,Success
tourism,5900000,127,Success
tourism,20000000,177,Success
tourism,8100000,99,Success
tourism,30400000,193,Success
tourism,16700000,129,Success
tourism,11600000,61,Success
finance,102100000,134,Fail
tourism,12000000,170,Success
tourism,4400000,62,Success
tourism,68200000,150,Fail
tourism,11000000,91,Success
manufacturing,25000000,192,Success
manufacturing,50000000,202,Success
finance,55000000,224,Success
tourism,45000000,109,Success
education,31800000,226,Fail
education,21000000,120,Success
education,75000000,90,Success
tourism,20000000,64,Success
tourism,27600000,81,Success
education,37000000,213,Success
education,110000000,222,Success
tourism,9000000,63,Success
education,55000000,186,Success
tourism,12500000,57,Success
tourism,14900000,122,Success
education,26000000,209,Success
tourism,4500000,244,Success
manufacturing,36000000,131,Success
tourism,25000000,228,Success
education,43500000,204,Success
tourism,7000000,107,Success
tourism,13000000,219,Success
tourism,5000000,181,Success
tourism,18000000,61,Success
tourism,26000000,149,Success
tourism,19000000,149,Success
manufacturing,21500000,210,Success
tourism,11300000,175,Success
tourism,2900000,235,Success
tourism,26400000,194,Success
manufacturing,18500000,173,Success
tourism,11000000,200,Success
education,20000000,117,Success
tourism,26000000,177,Success
tourism,9000000,74,Success
manufacturing,10000000,211,Success
tourism,8000000,77,Success
tourism,8000000,163,Success
tourism,21500000,232,Success
tourism,21000000,77,Success
tourism,26000000,73,Success
tourism,26000000,123,Success
tourism,100000000,99,Success
manufacturing,10000000,70,Success
tourism,8500000,58,Success
tourism,19000000,78,Success
tourism,6500000,107,Success
manufacturing,10000000,244,Success
tourism,7000000,126,Success
manufacturing,5000000,222,Success
tourism,6000000,211,Success
education,28000000,94,Success
tourism,5000000,82,Success
tourism,7000000,60,Success
tourism,40000000,204,Success
finance,40000000,173,Success
tourism,5500000,224,Success
tourism,30000000,110,Success
manufacturing,20100000,155,Success
tourism,3000000,141,Success
finance,1400000,202,Success
tourism,89900000,55,Success
tourism,17800000,196,Success
finance,1600000,223,Success
finance,125000000,188,Success
tourism,30000000,246,Fail
tourism,89340000,215,Success
tourism,20000000,53,Fail
tourism,98200000,219,Success
finance,2000000,57,Success
tourism,11800000,222,Success
tourism,31400000,73,Success
tourism,36400000,105,Success
tourism,29000000,55,Success
finance,1500000,204,Success
tourism,155000000,116,Success
tourism,75100000,109,Success
education,119940000,211,Success
tourism,117800000,126,Success
tourism,65600000,242,Success
finance,80000000,65,Success
tourism,28000000,102,Success
finance,1700000,108,Success
finance,25000000,247,Success
tourism,50000000,197,Success
tourism,100000000,215,Success
tourism,7000000,209,Success
tourism,100000000,136,Success
tourism,42300000,123,Success
tourism,15000000,178,Success
tourism,104100000,199,Success
tourism,133500000,90,Success
tourism,42500000,77,Success
finance,125000000,244,Success
tourism,10000000,66,Success
finance,125000000,157,Success
tourism,18000000,185,Success
tourism,9100000,80,Success
finance,65000000,93,Success
tourism,25400000,55,Success
tourism,13000000,108,Success
tourism,18000000,94,Success
tourism,38500000,99,Success
tourism,22000000,182,Success
tourism,21000000,181,Success
tourism,335000000,115,Success
tourism,75000000,72,Success
tourism,24900000,159,Success
tourism,52300000,165,Success
tourism,28000000,95,Success
education,28800000,143,Success
tourism,5100000,250,Success
tourism,10000000,137,Success
tourism,15000000,154,Success
education,58000000,248,Success
finance,50000000,216,Success
education,32000000,196,Success
education,22000000,160,Success
tourism,70000000,117,Success
finance,70000000,106,Success
tourism,4000000,206,Success
manufacturing,35000000,204,Success
tourism,8000000,183,Success
tourism,9000000,152,Success
tourism,72500000,152,Success
tourism,7300000,245,Success
tourism,4000000,242,Success
tourism,11600000,96,Success
tourism,3000000,157,Success
tourism,5000000,217,Success
tourism,3400000,50,Success
tourism,10000000,74,Success
tourism,8400000,135,Success
tourism,4000000,83,Success
Information Technology,23000000,217,Success
education,52000000,166,Success
tourism,46600000,105,Success
tourism,22000000,192,Fail
finance,200000,51,Success
education,5000000,159,Fail
finance,100000,54,Success
tourism,5600000,155,Success
education,50000000,217,Success
tourism,16000000,184,Success
tourism,15700000,74,Success
finance,55000000,201,Success
tourism,26200000,53,Success
tourism,14200000,112,Success
tourism,38500000,109,Success
education,40000000,63,Success
tourism,5000000,191,Success
tourism,6900000,226,Success
education,17900000,50,Success
education,15100000,87,Success
finance,45000000,92,Success
manufacturing,11500000,157,Success
tourism,6200000,98,Success
education,9700000,185,Success
finance,27800000,225,Success
tourism,12400000,134,Success
tourism,12000000,56,Success
finance,40000000,179,Success
tourism,5700000,192,Success
tourism,23500000,200,Success
tourism,3500000,192,Success
tourism,2000000,56,Success
education,20000000,150,Success
tourism,5700000,95,Success
tourism,11000000,186,Success
tourism,2200000,245,Success
tourism,14000000,232,Success
tourism,5800000,232,Success
tourism,14000000,236,Success
tourism,10000000,63,Success
tourism,20000000,66,Success
tourism,9500000,56,Success
tourism,6000000,218,Success
tourism,8700000,157,Success
education,3700000,240,Success
tourism,14500000,112,Fail
tourism,11300000,138,Success
finance,245000000,211,Success
finance,128900000,58,Success
tourism,80000000,221,Fail
tourism,11300000,74,Success
tourism,19300000,180,Success
education,63000000,120,Fail
tourism,11700000,102,Success
tourism,11600000,125,Success
tourism,16100000,216,Success
tourism,210900000,55,Success
tourism,15500000,123,Success
tourism,46100000,218,Success
tourism,27200000,245,Success
tourism,15000000,104,Fail
tourism,296000000,184,Success
tourism,12000000,75,Success
education,67500000,219,Success
education,24000000,248,Success
tourism,41900000,61,Success
tourism,74000000,167,Success
tourism,20900000,231,Success
tourism,122300000,235,Success
tourism,871100000,239,Success
tourism,30000000,63,Success
tourism,189750000,57,Success
tourism,25100000,88,Success
tourism,200000000,60,Success
tourism,70000000,127,Success
tourism,18400000,120,Success
tourism,582400000,61,Success
tourism,23000000,218,Success
tourism,10000000,197,Fail
education,40000000,76,Success
tourism,50000000,189,Success
tourism,105000000,237,Success
tourism,213200000,202,Success
tourism,340500000,142,Success
tourism,31100000,174,Success
tourism,135000000,79,Success
tourism,25300000,171,Success
education,50000000,147,Success
education,30000000,50,Success
tourism,10000000,74,Success
tourism,27000000,87,Success
tourism,8000000,70,Success
tourism,35000000,234,Success
tourism,22500000,132,Success
tourism,18000000,159,Success
tourism,6300000,150,Success
tourism,12000000,235,Success
tourism,4000000,142,Success
tourism,20000000,231,Success
education,27000000,92,Success
tourism,12000000,243,Success
tourism,11000000,244,Success
tourism,50000000,125,Success
education,25000000,97,Success
tourism,6800000,218,Success
tourism,2500000,89,Success
tourism,30000000,233,Success
manufacturing,25000000,121,Success
tourism,10000000,209,Success
tourism,14000000,67,Success
tourism,43000000,91,Success
manufacturing,10000000,56,Success
tourism,20500000,225,Success
education,14000000,139,Success
tourism,60000000,180,Success
tourism,12000000,53,Success
manufacturing,11000000,233,Success
education,12000000,246,Success
education,15000000,158,Success
tourism,45000000,144,Success
manufacturing,15000000,194,Success
tourism,27500000,213,Success
tourism,14000000,206,Success
tourism,12000000,155,Success
tourism,15000000,100,Success
education,30000000,232,Success
finance,15000000,96,Success
tourism,23000000,53,Success
tourism,7000000,63,Success
tourism,8000000,221,Success
tourism,9000000,235,Success
tourism,7200000,184,Success
tourism,6000000,86,Success
tourism,11000000,204,Success
manufacturing,15000000,203,Success
manufacturing,18000000,83,Success
tourism,10000000,247,Success
education,8500000,125,Success
tourism,10200000,141,Success
finance,30000000,110,Success
tourism,15000000,151,Success
tourism,18000000,198,Success
tourism,10000000,164,Success
tourism,5000000,239,Success
manufacturing,6000000,157,Success
tourism,21000000,246,Success
tourism,17500000,153,Success
tourism,10300000,164,Success
manufacturing,18500000,159,Success
tourism,6500000,247,Success
tourism,10800000,91,Success
tourism,30000000,59,Success
tourism,3300000,176,Success
tourism,9000000,84,Success
tourism,7500000,236,Success
tourism,15000000,165,Success
tourism,5000000,175,Success
tourism,1300000,144,Success
tourism,3000000,187,Success
tourism,5200000,58,Success
manufacturing,5000000,220,Success
tourism,14000000,250,Success
tourism,4600000,209,Success
tourism,51500000,157,Success
tourism,8600000,174,Success
tourism,5600000,120,Success
tourism,10000000,108,Success
tourism,10100000,119,Success
tourism,11000000,187,Success
tourism,4000000,63,Success
manufacturing,5000000,194,Success
tourism,4000000,210,Success
tourism,3500000,139,Success
tourism,7000000,151,Success
tourism,5000000,177,Success
tourism,2800000,232,Success
tourism,4200000,151,Success
tourism,2800000,123,Success
tourism,26000000,70,Success
tourism,75000000,110,Success
tourism,35000000,158,Fail
finance,100000000,88,Fail
tourism,82200000,204,Success
tourism,35000000,224,Success
tourism,20000000,84,Success
tourism,9000000,104,Success
tourism,10600000,248,Success
tourism,23000000,100,Fail
tourism,19700000,196,Success
tourism,30000000,235,Fail
tourism,20000000,189,Success
education,38000000,172,Success
tourism,22000000,70,Success
education,30000000,170,Success
tourism,12000000,96,Success
tourism,5500000,91,Success
tourism,85000000,80,Success
education,16000000,236,Success
tourism,15400000,150,Success
education,60000000,224,Success
tourism,50000000,86,Success
tourism,80000000,193,Success
tourism,29000000,69,Success
tourism,13000000,203,Success
manufacturing,18000000,246,Success
tourism,6000000,238,Success
tourism,35000000,248,Success
tourism,32000000,239,Success
tourism,65000000,228,Success
tourism,65000000,230,Success
tourism,40000000,167,Success
tourism,41000000,162,Success
tourism,15000000,80,Success
tourism,22000000,62,Success
tourism,15000000,161,Success
tourism,25000000,86,Success
tourism,16000000,145,Success
tourism,20000000,165,Success
tourism,17000000,246,Success
tourism,4000000,116,Success
tourism,29000000,145,Success
manufacturing,7000000,60,Success
education,23000000,179,Success
tourism,10000000,78,Success
tourism,20000000,70,Success
tourism,24000000,77,Success
manufacturing,4000000,146,Success
tourism,10700000,80,Success
education,7000000,177,Success
tourism,42000000,83,Success
tourism,11300000,61,Success
tourism,5000000,95,Success
tourism,24000000,94,Success
tourism,8500000,124,Success
tourism,31000000,243,Success
tourism,32500000,84,Success
tourism,15500000,61,Success
tourism,39000000,145,Success
tourism,15000000,240,Fail
tourism,7600000,189,Success
tourism,12100000,187,Success
education,5000000,201,Success
finance,9800000,69,Success
finance,4000000,141,Success
tourism,17200000,188,Success
tourism,7900000,117,Success
manufacturing,5000000,108,Success
Information Technology,2800000,99,Success
tourism,150000000,108,Fail
tourism,250000000,90,Fail
tourism,100000000,148,Fail
tourism,50000000,192,Fail
tourism,150000000,63,Fail
tourism,26100000,105,Success
tourism,5500000,64,Success
tourism,19000000,190,Success
tourism,60000000,211,Fail
tourism,70000000,239,Success
education,12500000,160,Success
tourism,12700000,56,Success
tourism,13400000,117,Success
tourism,30000000,182,Success
tourism,4300000,173,Success
tourism,10000000,127,Success
manufacturing,15000000,176,Fail
tourism,28500000,170,Success
tourism,22600000,87,Success
tourism,10600000,248,Success
tourism,18000000,250,Success
tourism,13500000,202,Success
education,23000000,197,Success
tourism,15000000,105,Success
tourism,10200000,190,Success
tourism,6000000,200,Success
tourism,12000000,175,Success
tourism,5500000,167,Success
tourism,10500000,159,Success
tourism,8000000,80,Success
tourism,3000000,169,Success
tourism,6000000,59,Success
tourism,8000000,94,Success
tourism,7000000,140,Success
manufacturing,5000000,224,Success
tourism,5200000,50,Success
tourism,8000000,127,Success
tourism,10000000,167,Success
tourism,8000000,146,Success
tourism,10000000,150,Success
tourism,13000000,126,Success
tourism,9600000,155,Success
tourism,3300000,182,Success
tourism,600000,82,Success
tourism,2300000,169,Success
tourism,6200000,187,Success
tourism,5000000,239,Fail
finance,300000,65,Success
tourism,36000000,77,Success
finance,300000,172,Success
tourism,46500000,235,Success
tourism,11200000,138,Success
finance,50000000,129,Success
tourism,10000000,81,Fail
finance,50800000,231,Success
tourism,20000000,136,Success
education,24300000,182,Success
tourism,15000000,99,Fail
education,69000000,61,Success
education,92700000,72,Success
education,5300000,148,Success
tourism,28900000,132,Success
education,20000000,195,Success
tourism,5000000,94,Success
education,10000000,79,Success
tourism,8500000,160,Success
tourism,12000000,166,Success
tourism,2500000,129,Success
tourism,8200000,168,Success
tourism,7300000,189,Success
tourism,2300000,132,Success
manufacturing,10000000,181,Success
tourism,4300000,246,Success
tourism,7200000,84,Success
tourism,3000000,242,Success
tourism,3900000,75,Success
tourism,3800000,201,Success
Information Technology,37500000,84,Success
tourism,4500000,110,Success
tourism,6200000,130,Success
tourism,1800000,139,Success
tourism,12500000,183,Success
tourism,30000000,173,Fail
finance,4700000,140,Success
tourism,26500000,134,Success
tourism,81000000,169,Success
finance,7100000,56,Success
tourism,397000000,231,Success
finance,4400000,173,Success
education,47100000,131,Success
tourism,90000000,159,Success
tourism,75000000,57,Success
tourism,40000000,94,Success
finance,5500000,129,Success
tourism,20000000,167,Fail
tourism,20000000,104,Success
tourism,40000000,237,Success
tourism,47800000,190,Success
tourism,45000000,228,Success
tourism,35000000,198,Success
tourism,18500000,241,Success
tourism,8300000,148,Fail
tourism,290100000,193,Success
tourism,33600000,89,Success
tourism,65000000,191,Success
education,46000000,205,Success
finance,45000000,149,Success
manufacturing,40800000,195,Success
finance,80000000,111,Success
tourism,24700000,245,Success
finance,20000000,59,Success
tourism,20200000,173,Success
tourism,22000000,165,Success
tourism,26100000,196,Success
education,20000000,114,Success
tourism,12000000,128,Success
tourism,4900000,101,Success
tourism,24000000,167,Success
tourism,11000000,182,Success
tourism,6000000,63,Success
tourism,7500000,164,Success
education,21500000,174,Success
tourism,16100000,68,Success
education,15000000,198,Success
tourism,7700000,81,Success
tourism,9500000,177,Success
education,19500000,245,Success
tourism,5300000,248,Success
tourism,19300000,126,Success
finance,60000000,117,Success
manufacturing,9000000,200,Success
tourism,9300000,233,Success
education,38000000,51,Success
tourism,3300000,189,Success
tourism,11000000,81,Success
tourism,2500000,112,Success
tourism,7000000,236,Success
tourism,22000000,231,Success
tourism,6300000,138,Success
tourism,11000000,69,Success
tourism,20000000,120,Success
tourism,6000000,114,Success
education,13600000,155,Success
manufacturing,4200000,92,Success
tourism,6600000,133,Success
tourism,15000000,117,Success
tourism,6300000,86,Success
tourism,4200000,55,Success
tourism,2000000,219,Success
tourism,15000000,160,Success
tourism,1000000,144,Success
tourism,14000000,211,Success
tourism,600000,126,Success
manufacturing,3000000,95,Success
tourism,3000000,128,Success
tourism,8000000,199,Success
tourism,3000000,144,Success
education,6300000,51,Success
tourism,4500000,60,Success
manufacturing,8200000,77,Success
education,8000000,137,Success
tourism,9600000,180,Success
tourism,2000000,242,Success
tourism,3700000,128,Success
tourism,1400000,222,Success
tourism,2100000,212,Success
manufacturing,9500000,90,Success
tourism,9000000,221,Success
tourism,4000000,205,Success
tourism,1900000,80,Success
tourism,4200000,158,Fail
tourism,20200000,85,Fail
tourism,14700000,93,Fail
tourism,38900000,166,Fail
tourism,20300000,84,Success
tourism,31100000,97,Success
education,22100000,164,Fail
tourism,4400000,205,Success
finance,90000000,101,Success
tourism,33800000,205,Fail
education,16700000,224,Success
tourism,36500000,119,Success
education,26900000,195,Success
tourism,26000000,176,Success
education,148900000,225,Success
tourism,26100000,143,Success
tourism,40300000,236,Fail
tourism,32000000,207,Success
tourism,7400000,129,Success
tourism,72200000,73,Success
tourism,14100000,76,Success
tourism,19900000,138,Success
tourism,11000000,175,Success
tourism,15600000,123,Success
tourism,10800000,164,Success
manufacturing,9000000,75,Success
tourism,12700000,215,Success
tourism,4800000,102,Success
education,18000000,65,Success
tourism,9000000,71,Success
tourism,13000000,226,Success
manufacturing,7000000,193,Success
tourism,16300000,218,Success
tourism,5000000,114,Success
tourism,25900000,134,Success
tourism,10000000,97,Success
tourism,7500000,233,Success
tourism,15000000,222,Success
tourism,21000000,133,Success
manufacturing,5200000,140,Success
tourism,8800000,152,Success
tourism,15000000,77,Success
manufacturing,4000000,248,Success
tourism,14000000,70,Success
tourism,1800000,238,Success
tourism,9500000,68,Success
tourism,8000000,100,Success
tourism,6300000,188,Success
tourism,3800000,108,Success
education,3000000,66,Success
tourism,9300000,202,Success
tourism,25000000,229,Fail
tourism,25000000,179,Fail
tourism,50000000,194,Fail
tourism,25000000,201,Fail
tourism,118200000,197,Success
tourism,89100000,158,Success
tourism,80000000,176,Fail
tourism,13700000,104,Fail
tourism,27000000,225,Success
tourism,25000000,65,Fail
education,40000000,206,Fail
tourism,60000000,132,Fail
education,100000000,93,Fail
tourism,10200000,177,Success
tourism,20000000,97,Fail
tourism,200000000,212,Fail
tourism,105900000,80,Success
tourism,70000000,201,Success
tourism,20600000,85,Success
tourism,27700000,137,Success
tourism,45000000,159,Fail
tourism,60000000,71,Success
tourism,15000000,143,Fail
tourism,80000000,111,Fail
tourism,128400000,97,Success
tourism,50000000,217,Fail
tourism,120000000,125,Success
tourism,65000000,195,Success
education,100900000,216,Success
tourism,37900000,211,Success
tourism,23300000,223,Success
tourism,218000000,207,Success
tourism,128200000,146,Success
tourism,50000000,130,Fail
education,38300000,123,Success
tourism,94500000,227,Success
tourism,500000000,220,Success
tourism,225000000,177,Success
education,85200000,114,Success
education,96800000,196,Success
tourism,106000000,149,Success
manufacturing,100000000,76,Fail
tourism,10400000,102,Success
tourism,104100000,119,Success
tourism,36800000,212,Success
tourism,71000000,193,Success
tourism,72000000,75,Success
tourism,5000000,250,Success
tourism,25000000,53,Success
tourism,55000000,186,Success
education,306700000,110,Success
tourism,461800000,211,Success
tourism,150000000,235,Fail
education,125000000,240,Fail
tourism,68800000,232,Success
education,200000000,75,Success
manufacturing,270000000,205,Success
tourism,452000000,151,Success
tourism,20900000,90,Success
tourism,81000000,129,Success
tourism,162000000,66,Success
tourism,13000000,115,Success
tourism,72000000,82,Success
tourism,53000000,78,Success
tourism,34000000,114,Success
tourism,130000000,66,Fail
tourism,25000000,57,Success
manufacturing,41000000,148,Success
tourism,250000000,74,Success
tourism,122000000,164,Success
manufacturing,120000000,75,Success
tourism,67000000,100,Success
education,100000000,243,Success
tourism,147000000,175,Success
tourism,47000000,76,Success
tourism,132000000,241,Success
tourism,142000000,147,Success
tourism,17800000,211,Success
education,108000000,73,Success
tourism,100000000,54,Success
tourism,32500000,75,Success
tourism,28000000,202,Success
tourism,92000000,183,Success
tourism,31000000,86,Success
tourism,23000000,101,Success
tourism,27000000,135,Success
education,9000000,177,Success
manufacturing,60000000,231,Success
tourism,30000000,230,Success
tourism,27000000,224,Success
tourism,35000000,240,Success
tourism,29500000,130,Success
tourism,19000000,227,Success
tourism,17000000,125,Success
tourism,21000000,224,Success
tourism,17500000,95,Success
tourism,21000000,160,Success
tourism,29000000,249,Success
tourism,19000000,166,Success
tourism,55000000,243,Success
tourism,20000000,66,Success
tourism,54000000,136,Success
tourism,26300000,118,Success
education,76000000,53,Success
tourism,17300000,102,Success
finance,80000000,134,Success
manufacturing,10000000,232,Success
tourism,7200000,167,Success
education,25000000,185,Success
education,10600000,107,Success
tourism,14500000,234,Success
manufacturing,6000000,103,Success
tourism,14500000,119,Success
tourism,17500000,154,Success
tourism,15500000,166,Success
tourism,82000000,216,Success
tourism,20000000,135,Success
tourism,30000000,146,Success
tourism,13500000,115,Success
tourism,28000000,148,Success
tourism,30000000,200,Fail
tourism,11100000,118,Fail
tourism,50000000,55,Success
tourism,35000000,110,Fail
tourism,19800000,74,Success
tourism,7500000,140,Success
tourism,20000000,246,Success
tourism,5500000,190,Success
tourism,76000000,167,Success
tourism,30000000,58,Fail
tourism,17600000,96,Success
finance,150000000,101,Success
tourism,60000000,127,Success
tourism,28000000,114,Success
tourism,18000000,191,Success
tourism,31500000,86,Success
education,27800000,241,Success
tourism,18400000,92,Success
tourism,18000000,62,Success
tourism,15000000,182,Success
finance,20000000,65,Success
tourism,7500000,85,Success
tourism,9300000,193,Success
tourism,11700000,178,Success
tourism,6500000,124,Success
education,23600000,166,Success
manufacturing,16000000,64,Success
tourism,10100000,232,Success
tourism,21500000,86,Success
tourism,16700000,221,Success
tourism,20000000,227,Success
tourism,10000000,176,Success
tourism,12000000,148,Success
tourism,15000000,204,Success
manufacturing,5000000,156,Success
tourism,4500000,192,Success
tourism,15600000,164,Success
education,5200000,175,Success
tourism,10700000,83,Success
tourism,900000,111,Success
tourism,400000,50,Success
tourism,5000000,54,Success
tourism,2000000,64,Success
tourism,5700000,225,Success
manufacturing,600000,67,Success
education,6100000,103,Success
tourism,1500000,205,Success
tourism,5000000,248,Fail
tourism,30500000,222,Success
tourism,7000000,61,Fail
tourism,4000000,104,Success
tourism,55100000,242,Success
tourism,65600000,198,Success
tourism,78700000,115,Success
tourism,13300000,120,Success
tourism,30000000,245,Success
tourism,20500000,87,Success
manufacturing,10000000,153,Success
tourism,10000000,239,Success
education,30000000,60,Success
tourism,21700000,53,Fail
tourism,7700000,177,Success
tourism,25000000,130,Success
tourism,5000000,182,Success
tourism,15200000,165,Success
finance,40000000,174,Success
education,12200000,67,Success
manufacturing,6000000,87,Success
tourism,15000000,176,Success
finance,15000000,129,Success
manufacturing,6000000,160,Success
education,15000000,231,Success
tourism,15200000,180,Success
manufacturing,7500000,63,Success
tourism,3600000,190,Success
manufacturing,7500000,61,Success
tourism,7000000,82,Success
tourism,10000000,121,Success
manufacturing,5000000,148,Success
tourism,4000000,76,Success
manufacturing,4000000,247,Success
manufacturing,3500000,88,Success
tourism,5200000,231,Success
education,7000000,72,Success
tourism,3300000,127,Success
tourism,23500000,228,Success
tourism,19300000,198,Success
tourism,16400000,193,Success
tourism,12000000,217,Success
tourism,20000000,244,Fail
tourism,13800000,65,Success
tourism,30800000,94,Success
tourism,19800000,115,Success
tourism,40000000,54,Success
tourism,35000000,131,Success
tourism,15700000,154,Success
tourism,18200000,119,Success
tourism,10000000,134,Success
finance,15000000,51,Success
tourism,10000000,126,Fail
tourism,10000000,102,Success
tourism,25000000,203,Success
tourism,20000000,197,Success
tourism,16400000,199,Success
manufacturing,5300000,51,Success
tourism,7600000,136,Success
tourism,7500000,88,Success
tourism,8100000,95,Success
tourism,4600000,105,Success
tourism,4000000,82,Success
tourism,3000000,64,Success
education,5700000,120,Success
tourism,15000000,185,Success
tourism,60000000,69,Success
manufacturing,8000000,211,Success
tourism,3500000,125,Success
tourism,2700000,53,Success
tourism,8000000,59,Success
tourism,3000000,149,Success
tourism,3800000,215,Success
tourism,2500000,130,Success
tourism,1100000,58,Success
tourism,4200000,56,Success
education,3000000,199,Success
tourism,6700000,210,Success
tourism,66000000,126,Success
tourism,9000000,112,Success
tourism,15500000,246,Success
tourism,33000000,208,Success
tourism,46290000,135,Success
tourism,42060000,183,Success
tourism,815000000,130,Success
tourism,10500000,89,Success
tourism,7000000,167,Success
education,202000000,69,Success
tourism,60300000,58,Success
tourism,20000000,212,Success
manufacturing,32000000,143,Success
tourism,49300000,103,Success
tourism,239100000,191,Success
education,23200000,210,Success
tourism,144700000,128,Success
education,60000000,65,Success
tourism,27000000,109,Success
tourism,72000000,68,Success
education,162000000,209,Success
manufacturing,55200000,106,Success
education,35000000,177,Success
tourism,30000000,196,Success
tourism,25000000,246,Fail
tourism,200000000,228,Success
tourism,67900000,242,Success
finance,186000000,95,Success
finance,90000000,233,Success
tourism,40000000,215,Success
finance,150000000,180,Success
education,15400000,62,Success
education,20000000,145,Success
tourism,15900000,80,Success
tourism,21000000,68,Success
finance,70000000,175,Success
tourism,45000000,164,Success
tourism,8100000,73,Success
tourism,6000000,145,Success
tourism,6900000,132,Success
tourism,38200000,79,Success
tourism,91500000,115,Success
tourism,141100000,201,Success
tourism,25000000,230,Success
tourism,13900000,227,Success
tourism,13400000,205,Success
tourism,20400000,179,Success
tourism,71300000,69,Success
tourism,9500000,205,Success
tourism,4700000,201,Success
finance,60000000,177,Success
tourism,5000000,217,Fail
finance,70000000,135,Success
tourism,305700000,123,Success
tourism,26600000,186,Success
tourism,26000000,208,Success
tourism,18300000,60,Success
tourism,28000000,245,Success
education,103200000,227,Success
tourism,40000000,136,Success
tourism,6300000,189,Success
education,83600000,55,Success
tourism,48600000,104,Success
tourism,19500000,168,Success
tourism,10900000,58,Success
education,16700000,162,Success
tourism,7600000,244,Success
tourism,9500000,167,Success
tourism,25900000,180,Success
tourism,10400000,249,Success
tourism,24000000,217,Success
tourism,6500000,214,Success
education,13500000,55,Success
education,17000000,88,Success
tourism,3700000,176,Success
manufacturing,8000000,119,Success
education,12000000,97,Success
tourism,4500000,117,Success
tourism,4500000,97,Success
tourism,10000000,53,Success
tourism,15000000,97,Success
tourism,10500000,184,Success
tourism,15500000,129,Success
tourism,10000000,231,Success
tourism,8300000,58,Success
tourism,2600000,112,Success
tourism,13300000,189,Success
tourism,2500000,248,Success
tourism,8000000,112,Success
tourism,6700000,51,Success
education,9500000,81,Success
tourism,5000000,178,Success
education,3600000,163,Success
tourism,6900000,63,Success
tourism,7700000,55,Success
tourism,9100000,214,Success
tourism,1900000,159,Success
tourism,10500000,246,Success
finance,5900000,194,Success
tourism,50000000,245,Fail
tourism,5200000,200,Success
tourism,36700000,173,Success
tourism,50000000,214,Fail
tourism,7200000,95,Success
tourism,4700000,84,Success
tourism,54700000,173,Success
tourism,71300000,149,Success
tourism,79200000,214,Success
tourism,39500000,186,Success
education,5000000,114,Fail
tourism,13700000,82,Success
tourism,5200000,191,Success
tourism,137500000,107,Success
tourism,64800000,153,Success
tourism,70000000,170,Success
tourism,8800000,222,Success
tourism,25600000,186,Success
tourism,11300000,121,Success
manufacturing,32000000,59,Success
tourism,70000000,94,Success
education,18300000,88,Success
education,36900000,73,Success
